gps_timestamp,latitude,longitude,depth_timestamp,depth,sonde_timestamp,Chlorophyll RFU,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TAL PC RFU,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Battery V
1584114136.0202,43.4100702,-72.036865,1584114136.02365,-1.80999994277954,1584114136,-0.129999995231628,61.9000015258789,1.76600003242493,109.400001525879,92.5,94.5,12.6000003814697,2.50999999046326,0.050000000745058,108.300003051758,-0.019999999552965,70,0.579999983310699,0,6.90000009536743,5.69999980926514,2.55100011825562,5.76000022888184
1584114136.98168,43.4100701,-72.0368663,1584114137.0176,-1.8199999332428,1584114137,-0.119999997317791,61.9000015258789,1.76600003242493,109.400001525879,92.5,94.5,12.6000003814697,2.51099991798401,0.050000000745058,108.300003051758,-0.019999999552965,70,0.579999983310699,0,6.90000009536743,5.69999980926514,2.55100011825562,5.75
1584114137.94826,43.4100702,-72.0368684,1584114138.01994,-1.80999994277954,1584114138,-0.109999999403954,61.9000015258789,1.76600003242493,109.400001525879,92.5,94.5,12.6000003814697,2.51099991798401,0.050000000745058,108.300003051758,-0.019999999552965,70,0.579999983310699,0,6.90000009536743,5.69999980926514,2.55100011825562,5.75
1584114138.89927,43.4100693,-72.0368697,1584114139.01934,-1.80999994277954,1584114139,-0.119999997317791,61.9000015258789,1.76600003242493,109.400001525879,92.5,94.5,12.6000003814697,2.51099991798401,0.050000000745058,108.300003051758,-0.019999999552965,70,0.589999973773956,0,6.90000009536743,5.69999980926514,2.55200004577637,5.75
1584114139.86666,43.4100679,-72.0368688,1584114140.01879,-1.80999994277954,1584114140,-0.129999995231628,61.9000015258789,1.76600003242493,109.400001525879,92.5,94.5,12.6000003814697,2.51099991798401,0.050000000745058,108.300003051758,-0.019999999552965,70,0.629999995231628,0,6.90000009536743,5.69999980926514,2.55200004577637,5.75
1584114141.15273,43.4100677,-72.0368655,1584114141.01833,-1.8199999332428,1584114141,-0.129999995231628,61.9000015258789,1.76600003242493,109.400001525879,92.5,94.5,12.6000003814697,2.51099991798401,0.050000000745058,108.300003051758,-0.029999999329448,70,0.649999976158142,0,6.90000009536743,5.69999980926514,2.55200004577637,5.75
1584114142.11171,43.4100682,-72.036866,1584114142.01878,-1.8199999332428,1584114142,-0.129999995231628,61.9000015258789,1.76600003242493,109.400001525879,92.5,94.5,12.6000003814697,2.51099991798401,0.050000000745058,108.300003051758,-0.029999999329448,70,0.649999976158142,0,6.90000009536743,5.59999990463257,2.55200004577637,5.75
1584114143.08389,43.4100691,-72.036868,1584114143.01981,-1.80999994277954,1584114143,-0.140000000596046,61.9000015258789,1.76600003242493,109.400001525879,92.5,94.5,12.6099996566772,2.51099991798401,0.050000000745058,108.300003051758,-0.029999999329448,70,0.660000026226044,0,6.90000009536743,5.59999990463257,2.55200004577637,5.75
1584114144.01916,43.4100697,-72.0368694,1584114144.03181,-1.80999994277954,1584114144,-0.140000000596046,61.9000015258789,1.76600003242493,109.400001525879,92.5,94.5,12.6000003814697,2.51099991798401,0.050000000745058,108.300003051758,-0.03999999910593,70,0.660000026226044,0,6.90000009536743,5.59999990463257,2.55200004577637,5.75
1584114144.98127,43.4100701,-72.0368702,1584114145.01972,-1.80999994277954,1584114145,-0.140000000596046,61.9000015258789,1.76600003242493,109.400001525879,92.5,94.5,12.6000003814697,2.51099991798401,0.050000000745058,108.300003051758,-0.029999999329448,70,0.670000016689301,0,6.90000009536743,5.59999990463257,2.55200004577637,5.75
1584114145.63182,43.4100701,-72.0368705,1584114145.83015,-1.80999994277954,1584114146,-0.140000000596046,61.9000015258789,1.76600003242493,109.400001525879,92.5,94.5,12.6099996566772,2.51099991798401,0.050000000745058,108.300003051758,-0.029999999329448,70,0.670000016689301,0,6.90000009536743,5.59999990463257,2.55200004577637,5.75
1584114151.92262,43.4100713,-72.036866,1584114152.03218,-1.80999994277954,1584114152,0.059999998658896,61.9000015258789,1.76600003242493,109.5,92.5,94.5,12.6099996566772,2.51099991798401,0.050000000745058,108.300003051758,-0.029999999329448,70,0.660000026226044,0,6.90000009536743,5.5,2.55100011825562,5.76000022888184
1584114152.89843,43.410073,-72.0368666,1584114153.03173,-1.80999994277954,1584114153,0.100000001490116,61.9000015258789,1.76600003242493,109.5,92.5,94.5,12.6099996566772,2.51099991798401,0.050000000745058,108.300003051758,-0.029999999329448,70,0.660000026226044,0,6.90000009536743,5.5,2.55100011825562,5.76000022888184
1584114153.84937,43.4100722,-72.0368684,1584114154.03209,-1.80999994277954,1584114154,0.129999995231628,61.9000015258789,1.76600003242493,109.5,92.5,94.5,12.6099996566772,2.51099991798401,0.050000000745058,108.300003051758,-0.029999999329448,70,0.620000004768372,0,6.90000009536743,5.5,2.55100011825562,5.76000022888184
1584114155.12181,43.4100706,-72.0368699,1584114155.03249,-1.80999994277954,1584114155,0.170000001788139,61.9000015258789,1.76600003242493,109.5,92.5,94.5,12.6099996566772,2.51099991798401,0.050000000745058,108.300003051758,-0.019999999552965,70,0.600000023841858,0,6.90000009536743,5.5,2.55100011825562,5.76000022888184
1584114156.0898,43.4100695,-72.0368705,1584114156.03251,-1.80999994277954,1584114156,0.200000002980232,61.9000015258789,1.76600003242493,109.5,92.5,94.5,12.6099996566772,2.51099991798401,0.050000000745058,108.400001525879,-0.029999999329448,70,0.569999992847443,0,6.90000009536743,5.5,2.55100011825562,5.76000022888184
1584114157.07436,43.4100687,-72.0368707,1584114157.03326,-1.8199999332428,1584114157,0.239999994635582,61.9000015258789,1.76600003242493,109.5,92.5,94.5,12.6099996566772,2.51099991798401,0.050000000745058,108.400001525879,-0.029999999329448,70,0.569999992847443,0,6.90000009536743,5.5,2.55100011825562,5.75
1584114158.00397,43.4100693,-72.0368709,1584114158.03296,-1.80999994277954,1584114158,0.25,61.9000015258789,1.76600003242493,109.5,92.5,94.5,12.6000003814697,2.50999999046326,0.050000000745058,108.400001525879,-0.019999999552965,70,0.569999992847443,0,6.90000009536743,5.5,2.55100011825562,5.75
1584114158.98439,43.4100698,-72.0368709,1584114159.03316,-1.80999994277954,1584114159,0.25,61.9000015258789,1.76499998569489,109.5,92.5,94.5,12.6000003814697,2.50999999046326,0.050000000745058,108.400001525879,-0.019999999552965,70,0.560000002384186,0,6.90000009536743,5.5,2.55100011825562,5.75
1584114159.92309,43.41007,-72.0368708,1584114160.03646,-1.80999994277954,1584114160,0.219999998807907,61.9000015258789,1.76499998569489,109.5,92.5,94.5,12.6000003814697,2.50999999046326,0.050000000745058,108.400001525879,-0.009999999776483,70,0.550000011920929,0,6.90000009536743,5.40000009536743,2.55100011825562,5.75
