gps_timestamp,latitude,longitude,depth_timestamp,depth,sonde_timestamp,Chlorophyll RFU,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TAL PC RFU,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Battery V
1583685215.08,43.4101733,-72.036698,1583685215.01,-3.62999987602,1583685215,-0.479999989271,62.4000015259,3.3220000267,111.599998474,92.0999984741,94.0999984741,12.6700000763,4.72300004959,0.0500000007451,110.599998474,0.0599999986589,72,0.540000021458,0,6.96999979019,1.79999995232,2.1930000782,5.80000019073
1583685216.11,43.4101737,-72.0366979,1583685216.03,-3.63999986649,1583685216,-0.479999989271,62.4000015259,3.31399989128,111.599998474,92.0999984741,94.0999984741,12.6700000763,4.71299982071,0.0500000007451,110.599998474,0.070000000298,72,0.540000021458,0,6.96000003815,1.89999997616,2.1930000782,5.80000019073
1583685217.12,43.4101775,-72.036696,1583685217.03,-3.63999986649,1583685217,-0.479999989271,62.4000015259,3.30900001526,111.599998474,92.0999984741,94.0999984741,12.6700000763,4.70399999619,0.0500000007451,110.599998474,0.0599999986589,72,0.540000021458,0,6.96000003815,2.09999990463,2.19400000572,5.80000019073
1583685218.12,43.4101785,-72.0366965,1583685218.05,-3.63999986649,1583685218,-0.479999989271,62.4000015259,3.30500006676,111.599998474,92.0999984741,94.0999984741,12.6700000763,4.69899988174,0.0500000007451,110.599998474,0.0599999986589,72,0.52999997139,0,6.96000003815,2.20000004768,2.19400000572,5.80000019073
1583685219.1,43.4101772,-72.0366983,1583685218.97,-3.64999985695,1583685219,-0.479999989271,62.4000015259,3.30399990082,111.599998474,92.1999969482,94.0999984741,12.6800003052,4.69799995422,0.0500000007451,110.599998474,0.070000000298,72,0.52999997139,0,6.96000003815,2.40000009537,2.19400000572,5.80000019073
1583685220.13,43.4101793,-72.0367033,1583685219.97,-3.65999984741,1583685220,-0.479999989271,62.4000015259,3.30399990082,111.599998474,92.1999969482,94.0999984741,12.6800003052,4.69799995422,0.0500000007451,110.5,0.070000000298,72,0.519999980927,0,6.94999980927,2.5,2.19400000572,5.80000019073
1583685221.12,43.4101809,-72.0367056,1583685220.98,-3.66999983788,1583685221,-0.490000009537,62.4000015259,3.30399990082,111.599998474,92.1999969482,94.0999984741,12.6800003052,4.69799995422,0.0500000007451,110.5,0.0599999986589,72,0.52999997139,0,6.94999980927,2.59999990463,2.19400000572,5.80000019073
1583685222.15,43.4101732,-72.0367086,1583685221.98,-3.62999987602,1583685222,-0.490000009537,62.4000015259,3.30200004578,111.599998474,92.1999969482,94.0999984741,12.6800003052,4.69500017166,0.0500000007451,110.5,0.0599999986589,72,0.519999980927,0,6.94999980927,2.70000004768,2.1930000782,5.80000019073
1583685223.17,43.4101711,-72.0367086,1583685222.97,-3.62999987602,1583685223,-0.5,62.4000015259,3.30100011826,111.599998474,92.1999969482,94.1999969482,12.6800003052,4.69299983978,0.0500000007451,110.5,0.0599999986589,72,0.519999980927,0,6.94999980927,2.79999995232,2.1930000782,5.80000019073
1583685224.18,43.4101676,-72.0367117,1583685223.98,-3.66999983788,1583685224,-0.5,62.4000015259,3.30200004578,111.599998474,92.1999969482,94.1999969482,12.6800003052,4.6939997673,0.0500000007451,110.5,0.0599999986589,72,0.519999980927,0,6.94999980927,2.90000009537,2.1930000782,5.80000019073
1583685225.17,43.4101675,-72.0367126,1583685225.03,-3.80999994278,1583685225,-0.5,62.4000015259,3.30900001526,111.599998474,92.1999969482,94.1999969482,12.6800003052,4.70599985123,0.0500000007451,110.5,0.0599999986589,72,0.519999980927,0,6.94999980927,2.90000009537,2.1930000782,5.80000019073
1583685226.2,43.4101667,-72.0367098,1583685226.04,-3.92999982834,1583685226,-0.509999990463,62.4000015259,3.32899999619,111.599998474,92.1999969482,94.1999969482,12.6800003052,4.73400020599,0.0500000007451,110.5,0.070000000298,72,0.52999997139,0,6.94000005722,3,2.1930000782,5.80000019073
1583685227.19,43.4101669,-72.0367104,1583685227.04,-3.98000001907,1583685227,-0.509999990463,62.4000015259,3.3599998951,111.599998474,92.1999969482,94.1999969482,12.6800003052,4.77799987793,0.0500000007451,110.5,0.070000000298,72,0.52999997139,0,6.94000005722,3.09999990463,2.1930000782,5.80000019073
1583685228.2,43.4101683,-72.0367119,1583685228.03,-4.05999994278,1583685228,-0.509999990463,62.4000015259,3.38000011444,111.599998474,92.1999969482,94.1999969482,12.6899995804,4.8060002327,0.0500000007451,110.5,0.070000000298,72,0.540000021458,0,6.94000005722,3.20000004768,2.1930000782,5.80000019073
1583685229.2,43.4101686,-72.0367092,1583685229.01,-4.13999986649,1583685229,-0.509999990463,62.4000015259,3.39700007439,111.599998474,92.1999969482,94.1999969482,12.6899995804,4.82999992371,0.0500000007451,110.5,0.070000000298,72,0.52999997139,0,6.94000005722,3.20000004768,2.1930000782,5.80000019073
1583685230.22,43.4101692,-72.0367083,1583685229.97,-4.06999969482,1583685230,-0.509999990463,62.4000015259,3.41199994087,111.599998474,92.3000030518,94.1999969482,12.6899995804,4.85099983215,0.0500000007451,110.5,0.070000000298,72,0.540000021458,0,6.94000005722,3.29999995232,2.1930000782,5.80000019073
